poliza_id,edad_conductor,sexo,estado_civil,nivel_estudios,ocupacion,zona_residencia,region,antiguedad_cliente_anios,ingreso_mensual_mxn,score_crediticio,prima_mensual_mxn,suma_asegurada_mxn,deducible_pct,historial_siniestros_3_anios,km_anuales,edad_vehiculo_anios,tipo_vehiculo,uso_vehiculo,segmento_marca,metodo_pago,canal_venta,tiene_gps,asistencia_vial,mantenimiento_al_dia,dias_hasta_renovacion,puntaje_riesgo_zona,numero_siniestros_12m,costo_esperado_anual_mxn,riesgo_alto,clase_costo,km_por_anio_vehiculo,log_ingreso,ratio_prima_ingreso,siniestros_x_suma,siniestros_x_prima,grupo_edad
POL-00321,41,Masculino,Soltero,Secundaria,Empresario,Urbana,Centro,0.1,24105.0,838.0,616.0,329459.0,5,0,14675.0,3.9,Sedan,Particular,Medio,Mensual,Agente,No,No,No,21,66.0,0,4485,0,Bajo,2994.8979591836733,10.090216051148289,0.025553804032191155,0.0,0.0,Adulto
POL-00322,48,Femenino,Soltero,Licenciatura,Independiente,Rural,Bajio,1.9,11689.0,786.0,350.0,320679.0,10,0,9365.0,6.3,Sedan,Particular,Medio,Trimestral,Online,Si,No,No,74,38.0,0,2556,0,Bajo,1282.876712328767,9.366489054466115,0.029940119760479042,0.0,0.0,Adulto
POL-00323,29,Femenino,Casado,Preparatoria,Otro,Suburbana,Centro,9.0,26296.0,762.0,693.0,362688.0,5,0,22656.0,6.3,SUV,Trabajo,Medio,Mensual,Agente,Si,Si,Si,284,53.8,0,5852,0,Medio,3103.5616438356165,10.177210143218492,0.02635281591056014,0.0,0.0,Adulto_joven
POL-00324,67,Femenino,Casado,Licenciatura,Empleado,Suburbana,Occidente,1.3,12442.0,625.0,1991.0,783594.0,5,0,12586.0,7.9,Pickup,Taxi/Plataforma,Premium,Anual,Banco,No,Si,No,243,57.5,0,15252,1,Alto,1414.1573033707864,9.428913494775632,0.160009643976533,0.0,0.0,Mayor
POL-00325,27,Masculino,Soltero,Secundaria,Empleado,Urbana,Bajio,1.3,13743.0,832.0,809.0,346652.0,5,0,11703.0,3.1,Sedan,Particular,Medio,Mensual,Agente,No,No,Si,255,58.7,0,4740,0,Bajo,2854.390243902439,9.528357644224037,0.058862048894062866,0.0,0.0,Adulto_joven
POL-00326,24,Masculino,Casado,Licenciatura,Empleado,Urbana,Centro,1.4,18926.0,678.0,350.0,588181.0,3,0,5621.0,14.8,Sedan,Trabajo,Premium,Trimestral,Online,No,Si,No,145,85.3,0,10469,0,Medio,355.75949367088606,9.84834475303892,0.018492101231045596,0.0,0.0,Joven
POL-00327,55,Masculino,Casado,Licenciatura,Empleado,Suburbana,Bajio,3.8,12333.0,723.0,350.0,258550.0,10,1,18642.0,3.1,Sedan,Particular,Medio,Mensual,Agente,No,Si,Si,211,37.7,0,4334,0,Bajo,4546.829268292683,9.420114955551439,0.028376844494892167,0.0,0.0,Adulto
POL-00328,50,Femenino,Soltero,Secundaria,Empleado,Urbana,Bajio,2.3,16937.0,663.0,452.0,398478.0,5,1,6582.0,5.6,SUV,Particular,Medio,Trimestral,Agente,No,Si,Si,248,58.2,0,8877,0,Medio,997.2727272727274,9.737314897481545,0.02668555909788641,0.0,0.0,Adulto
POL-00329,48,Masculino,Casado,Posgrado,Empresario,Suburbana,Bajio,5.2,11412.0,646.0,350.0,214345.0,5,0,11374.0,6.5,Sedan,Trabajo,Economico,Mensual,Agente,Si,Si,No,34,51.9,0,2136,0,Bajo,1516.5333333333333,9.3425083355536,0.030666783492508544,0.0,0.0,Adulto
POL-00330,48,Masculino,Soltero,Preparatoria,Profesor,Urbana,Centro,9.0,8027.0,631.0,712.0,128712.0,10,1,18735.0,6.1,Sedan,Particular,Economico,Trimestral,Banco,No,Si,Si,326,83.0,1,5048,0,Medio,2638.7323943661972,8.990690709916228,0.08868958644743398,128712.0,712.0,Adulto
POL-00331,40,Masculino,Casado,Preparatoria,Desconocido,Suburbana,Occidente,4.5,38510.0,634.0,558.0,386397.0,10,0,19471.0,2.5,SUV,Trabajo,Medio,Trimestral,Agente,No,No,Si,252,45.5,0,7459,0,Medio,5563.142857142857,10.558699193753036,0.014489366674456649,0.0,0.0,Adulto
POL-00332,28,Masculino,Casado,Preparatoria,Empleado,Urbana,Sur,0.9,10786.0,696.0,350.0,165913.0,10,0,11916.0,11.1,Compacto,Particular,Economico,Anual,Banco,No,No,Si,349,56.5,0,6431,0,Medio,984.7933884297521,9.28609698437543,0.03244646333549643,0.0,0.0,Adulto_joven
POL-00333,41,Femenino,Soltero,Licenciatura,Profesor,Suburbana,Bajio,10.8,19941.0,678.0,350.0,257109.0,10,0,14762.0,3.8,Sedan,Trabajo,Medio,Trimestral,Banco,No,Si,No,259,54.4,0,7728,0,Medio,3075.416666666667,9.900583339388739,0.017550897603048843,0.0,0.0,Adulto
POL-00334,31,Masculino,Soltero,Preparatoria,Desconocido,Suburbana,Centro,1.2,33286.0,648.0,1450.0,389890.0,3,1,10701.0,6.8,SUV,Taxi/Plataforma,Medio,Mensual,Online,Si,Si,Si,306,48.0,0,8646,0,Medio,1371.923076923077,10.412922209355978,0.043560549163337035,0.0,0.0,Adulto_joven
POL-00335,53,Femenino,Casado,Secundaria,Estudiante,Urbana,Sur,0.6,15687.0,763.0,437.0,566931.0,15,1,12484.0,6.0,Sedan,Particular,Premium,Anual,Agente,Si,No,No,349,70.3,0,9794,0,Medio,1783.4285714285713,9.660651367876183,0.0278556858745538,0.0,0.0,Adulto
POL-00336,38,Femenino,Divorciado,Secundaria,Profesor,Urbana,Norte,0.4,13974.0,427.0,505.0,489602.0,10,0,16964.0,6.0,Compacto,Particular,Premium,Mensual,Agente,Si,Si,No,285,64.4,0,7358,0,Medio,2423.4285714285716,9.5450252980233,0.036135957066189626,0.0,0.0,Adulto_joven
POL-00337,29,Femenino,Soltero,Preparatoria,Independiente,Urbana,Centro,3.3,21511.5,688.0,350.0,171514.0,5,1,12741.0,1.8,Sedan,Particular,Economico,Trimestral,Online,Si,No,Si,349,58.1,1,5321,0,Medio,4550.357142857143,9.976389440519794,0.016269610691458453,171514.0,350.0,Adulto_joven
POL-00338,36,Masculino,Casado,Licenciatura,Empleado,Suburbana,Norte,0.5,40687.0,704.0,1228.0,283147.0,10,0,14157.0,3.6,Deportivo,Particular,Economico,Anual,Agente,Si,Si,Si,180,68.8,0,1970,0,Bajo,3077.608695652174,10.613688487661902,0.030180888714117185,0.0,0.0,Adulto_joven
POL-00339,45,Masculino,Casado,Preparatoria,Empleado,Urbana,Sur,0.6,11564.0,736.0,2003.0,498374.0,5,3,7444.0,6.8,Deportivo,Particular,Medio,Mensual,Online,No,Si,Si,209,41.4,0,13014,1,Alto,954.3589743589744,9.355738574665539,0.17319498486813661,0.0,0.0,Adulto
POL-00340,33,Masculino,Divorciado,Preparatoria,Empleado,Suburbana,Norte,1.4,60768.0,645.0,362.0,151916.0,10,0,21731.0,1.8,Compacto,Trabajo,Economico,Anual,Broker,Si,No,Si,109,64.6,0,4436,0,Bajo,7761.071428571429,11.014835069506102,0.00595698464677714,0.0,0.0,Adulto_joven
POL-00341,29,Masculino,Casado,Secundaria,Independiente,Urbana,Occidente,1.3,21511.5,666.0,576.0,235148.0,5,1,18305.0,4.6,Sedan,Particular,Economico,Trimestral,Agente,No,No,Si,329,72.5,0,4121,0,Bajo,3268.75,9.976389440519794,0.026775130737943055,0.0,0.0,Adulto_joven
POL-00342,43,Masculino,Casado,Preparatoria,Desconocido,Urbana,Bajio,3.7,17722.0,724.0,1585.0,438077.0,5,1,19861.0,5.7,SUV,Taxi/Plataforma,Medio,Mensual,Online,No,No,Si,141,59.0,1,14835,1,Alto,2964.3283582089553,9.782618510055139,0.08943181177001636,438077.0,1585.0,Adulto
POL-00343,43,Masculino,Casado,Posgrado,Otro,Urbana,Norte,6.8,22418.0,762.0,1090.0,733800.0,3,1,22597.0,7.7,Sedan,Particular,Premium,Mensual,Broker,No,Si,Si,163,80.0,1,21094,1,Alto,2597.3563218390805,10.0176640925984,0.04861947455283465,733800.0,1090.0,Adulto
POL-00344,33,Femenino,Divorciado,Preparatoria,Estudiante,Urbana,Occidente,5.7,13749.0,627.0,472.0,299308.0,5,0,10961.0,5.6,Compacto,Particular,Medio,Mensual,Banco,No,Si,Si,86,54.0,0,6123,0,Medio,1660.7575757575758,9.528794103094718,0.03432727272727273,0.0,0.0,Adulto_joven
POL-00345,34,Femenino,Casado,Posgrado,Empleado,Urbana,Norte,1.2,17111.0,670.0,350.0,250160.0,5,0,13529.0,4.7,Compacto,Particular,Medio,Anual,Banco,No,No,No,139,73.1,0,3073,0,Bajo,2373.5087719298244,9.747535250762242,0.020453482935951377,0.0,0.0,Adulto_joven
POL-00346,43,Femenino,Soltero,Preparatoria,Empleado,Rural,Norte,1.1,10140.0,776.0,1685.0,336313.0,5,1,5078.0,6.2,Deportivo,Particular,Economico,Mensual,Banco,No,No,Si,331,25.3,0,4750,0,Bajo,705.2777777777777,9.224341891611996,0.16615718370969332,0.0,0.0,Adulto
POL-00347,21,Femenino,Soltero,Secundaria,Empleado,Rural,Occidente,13.5,22953.0,491.0,628.0,456317.0,10,0,32772.0,4.6,SUV,Particular,Medio,Mensual,Agente,No,Si,No,161,32.8,0,9377,0,Medio,5852.142857142858,10.041247492240613,0.027359065958002964,0.0,0.0,Joven
POL-00348,22,Femenino,Casado,Posgrado,Empleado,Urbana,Bajio,0.0,39318.0,598.0,602.0,441803.0,10,1,14677.0,3.0,SUV,Particular,Medio,Mensual,Broker,Si,No,Si,25,55.8,2,30836,1,Alto,3669.25,10.579463141587746,0.015310664055545665,883606.0,1204.0,Joven
POL-00349,31,Femenino,Casado,Preparatoria,Independiente,Suburbana,Occidente,8.5,12033.0,760.0,350.0,409448.0,5,0,21213.0,3.9,SUV,Particular,Medio,Mensual,Broker,No,No,Si,133,44.0,0,5556,0,Medio,4329.183673469387,9.395491255780296,0.029084261259764002,0.0,0.0,Adulto_joven
POL-00350,37,Femenino,Soltero,Licenciatura,Profesor,Suburbana,Sur,0.9,15620.0,732.0,454.0,239489.0,10,0,8690.0,6.7,SUV,Particular,Economico,Trimestral,Online,No,Si,Si,356,50.1,0,2036,0,Bajo,1128.5714285714284,9.65637144183101,0.02906344024070162,0.0,0.0,Adulto_joven
POL-00351,44,Masculino,Casado,Posgrado,Profesor,Urbana,Centro,11.8,29004.0,689.0,1238.0,1091885.0,5,1,20980.0,4.8,SUV,Particular,Premium,Mensual,Agente,Si,Si,Si,114,58.4,1,32141,1,Alto,3617.241379310345,10.275223507900165,0.0426822961558352,1091885.0,1238.0,Adulto
POL-00352,59,Femenino,Casado,Secundaria,Empresario,Urbana,Centro,1.7,42849.0,616.0,350.0,477784.0,10,0,25717.0,19.1,Pickup,Trabajo,Medio,Anual,Agente,No,No,No,180,48.7,0,7587,0,Medio,1279.452736318408,10.665460924025925,0.008168028004667444,0.0,0.0,Adulto
POL-00353,51,Femenino,Soltero,Secundaria,Profesor,Urbana,Occidente,2.3,9677.0,584.0,755.0,261905.0,5,1,15168.0,2.4,Compacto,Trabajo,Medio,Mensual,Agente,No,Si,Si,361,68.7,0,4302,0,Bajo,4461.176470588235,9.177610547353265,0.07801198594750981,0.0,0.0,Adulto
POL-00354,38,Femenino,Viudo,Licenciatura,Independiente,Urbana,Centro,4.9,20050.0,606.0,577.0,805313.0,10,0,9940.0,6.6,SUV,Particular,Premium,Mensual,Agente,No,No,Si,358,65.4,0,14581,1,Alto,1307.8947368421054,9.906034306802704,0.02877661961996908,0.0,0.0,Adulto_joven
POL-00355,40,Masculino,Soltero,Preparatoria,Desconocido,Rural,Centro,3.5,25707.0,766.0,350.0,134820.0,10,0,14737.0,7.2,Compacto,Particular,Economico,Mensual,Online,No,Si,Si,146,45.3,0,1245,0,Bajo,1797.1951219512196,10.154557506491177,0.013614439085109694,0.0,0.0,Adulto
POL-00356,27,Femenino,Soltero,Secundaria,Desconocido,Suburbana,Occidente,1.5,20799.0,603.0,542.0,202772.0,5,1,3253.0,5.5,Compacto,Particular,Economico,Anual,Online,Si,No,Si,359,51.4,0,500,0,Bajo,500.46153846153845,9.94270826568941,0.026057692307692306,0.0,0.0,Adulto_joven
POL-00357,40,Femenino,Casado,Secundaria,Empleado,Urbana,Centro,3.2,6063.58,658.0,1786.0,484893.0,5,2,15292.0,4.4,SUV,Taxi/Plataforma,Medio,Mensual,Online,No,Si,Si,214,72.6,1,20049,1,Alto,2831.8518518518517,8.710220569186374,0.2944968983837298,484893.0,1786.0,Adulto
POL-00358,36,Masculino,Casado,Secundaria,Empleado,Urbana,Centro,5.2,28981.0,593.0,1073.0,656523.0,15,1,20015.0,5.3,Sedan,Particular,Premium,Mensual,Agente,Si,Si,Si,76,64.4,0,11394,1,Alto,3176.984126984127,10.274430226605869,0.037022979780553446,0.0,0.0,Adulto_joven
POL-00359,44,Femenino,Soltero,Licenciatura,Empleado,Suburbana,Occidente,0.2,50738.0,713.0,480.0,561226.0,10,0,15303.0,5.3,Pickup,Particular,Medio,Mensual,Banco,Si,Si,Si,94,58.1,0,8357,0,Medio,2429.0476190476193,10.834450124642151,0.009460178560870336,0.0,0.0,Adulto
POL-00360,29,Femenino,Casado,Secundaria,Empleado,Suburbana,Occidente,0.0,23458.0,651.0,778.0,242739.0,5,1,13937.0,12.4,SUV,Particular,Economico,Mensual,Agente,No,Si,Si,217,43.8,0,643,0,Bajo,1040.0746268656717,10.063009495553013,0.03316424400017051,0.0,0.0,Adulto_joven
POL-00361,47,Femenino,Casado,Preparatoria,Otro,Suburbana,Bajio,2.5,12478.0,643.0,350.0,303876.0,5,0,18402.0,1.4,Sedan,Particular,Medio,Trimestral,Agente,Si,Si,Si,362,44.3,0,4270,0,Bajo,7667.5,9.431802510507854,0.028047119160189118,0.0,0.0,Adulto
POL-00362,60,Femenino,Soltero,Licenciatura,Empleado,Suburbana,Occidente,0.6,16590.0,524.0,576.0,250855.0,10,0,18822.0,2.9,SUV,Particular,Economico,Trimestral,Online,Si,Si,No,51,61.0,0,6254,0,Medio,4826.153846153847,9.716615658643356,0.034717617985654876,0.0,0.0,Mayor
POL-00363,39,Femenino,Soltero,Preparatoria,Estudiante,Urbana,Norte,4.4,58235.0,651.0,1296.0,604224.0,15,0,6371.0,6.2,Deportivo,Particular,Medio,Mensual,Agente,No,No,Si,273,75.8,0,9433,0,Medio,884.8611111111111,10.972258999193217,0.022254275705749022,0.0,0.0,Adulto_joven
POL-00364,45,Femenino,Casado,Secundaria,Empleado,Suburbana,Bajio,1.0,36289.0,651.0,350.0,199039.0,5,0,15989.0,9.6,Sedan,Particular,Economico,Mensual,Agente,Si,No,Si,174,54.6,0,2130,0,Bajo,1508.3962264150944,10.499297500207115,0.009644530173601543,0.0,0.0,Adulto
POL-00365,49,Masculino,Soltero,Licenciatura,Estudiante,Suburbana,Sur,2.3,31282.0,551.0,843.0,744554.0,10,0,28898.0,3.1,Pickup,Particular,Premium,Trimestral,Agente,No,No,Si,312,42.9,0,11172,0,Medio,7048.29268292683,10.350830097988764,0.026947543394175752,0.0,0.0,Adulto
POL-00366,35,Masculino,Divorciado,Secundaria,Estudiante,Urbana,Centro,0.9,26764.0,808.0,350.0,246797.0,3,0,8157.0,2.5,Compacto,Particular,Medio,Mensual,Banco,Si,Si,Si,32,57.2,0,4073,0,Bajo,2330.5714285714284,10.19485034282748,0.013076779376050812,0.0,0.0,Adulto_joven
POL-00367,43,Masculino,Casado,Licenciatura,Desconocido,Suburbana,Centro,3.2,15293.0,495.0,894.0,1049106.0,15,0,15030.0,4.9,Pickup,Particular,Premium,Mensual,Online,No,Si,Si,359,60.6,0,14843,1,Alto,2547.457627118644,9.63521587360417,0.0584542958022754,0.0,0.0,Adulto
POL-00368,40,Femenino,Viudo,Posgrado,Empleado,Urbana,Occidente,0.5,19702.0,651.0,424.0,275690.0,10,0,26180.0,2.9,SUV,Trabajo,Economico,Mensual,Agente,Si,Si,Si,131,75.2,0,2865,0,Bajo,6712.820512820513,9.888526187395968,0.021519565548393644,0.0,0.0,Adulto
POL-00369,41,Masculino,Soltero,Preparatoria,Empleado,Urbana,Occidente,0.1,21077.0,651.0,350.0,287975.0,5,0,21573.0,4.9,Pickup,Particular,Economico,Mensual,Agente,No,No,Si,274,58.6,0,6383,0,Medio,3656.4406779661012,9.955985121493882,0.016604990985862038,0.0,0.0,Adulto
POL-00370,30,Femenino,Divorciado,Preparatoria,Empresario,Urbana,Sur,0.2,29764.0,623.0,1596.0,1060349.0,5,0,12676.0,3.0,SUV,Taxi/Plataforma,Premium,Mensual,Online,Si,Si,Si,6,83.7,1,23613,1,Alto,3169.0,10.30108848558749,0.053620023517554176,1060349.0,1596.0,Adulto_joven
POL-00371,40,Femenino,Casado,Preparatoria,Independiente,Urbana,Sur,12.3,50448.0,567.0,680.0,192913.0,5,2,16634.0,7.8,Sedan,Particular,Economico,Mensual,Broker,No,No,No,226,58.6,0,3347,0,Bajo,1890.2272727272725,10.828718203979754,0.013478958948641201,0.0,0.0,Adulto
POL-00372,46,Masculino,Soltero,Preparatoria,Empleado,Urbana,Occidente,0.6,40696.0,578.0,1663.0,612138.0,5,0,15488.0,3.0,Deportivo,Particular,Medio,Mensual,Online,Si,Si,No,254,56.1,0,11211,0,Medio,3872.0,10.613909658640255,0.04086296287195616,0.0,0.0,Adulto
POL-00373,59,Femenino,Soltero,Posgrado,Empleado,Urbana,Bajio,4.9,10078.0,651.0,844.0,201646.0,10,2,11386.0,1.6,SUV,Particular,Economico,Mensual,Banco,No,No,Si,281,62.8,1,7416,0,Medio,4379.2307692307695,9.218209330354878,0.0837384661176704,201646.0,844.0,Adulto
POL-00374,52,Femenino,Soltero,Posgrado,Empleado,Urbana,Occidente,0.3,24884.0,651.0,388.0,402930.0,10,0,15092.0,7.8,Pickup,Particular,Medio,Trimestral,Online,Si,Si,Si,235,65.0,0,5170,0,Medio,1714.9999999999998,10.122020491292654,0.015591721920835844,0.0,0.0,Adulto
POL-00375,68,Masculino,Casado,Preparatoria,Desconocido,Urbana,Centro,0.5,21511.5,796.0,374.0,177241.0,5,0,13960.0,5.3,SUV,Particular,Economico,Anual,Online,No,Si,Si,342,65.7,0,1584,0,Bajo,2215.873015873016,9.976389440519794,0.01738524113887275,0.0,0.0,Mayor
POL-00376,30,Masculino,Casado,Licenciatura,Estudiante,Urbana,Sur,2.8,30920.0,656.0,350.0,173188.0,15,0,16120.0,4.1,Sedan,Particular,Economico,Anual,Broker,Si,No,No,353,75.0,0,500,0,Bajo,3160.7843137254904,10.339190843704902,0.011319168202839494,0.0,0.0,Adulto_joven
POL-00377,51,Masculino,Soltero,Posgrado,Estudiante,Urbana,Centro,2.5,15564.0,739.0,1520.0,449927.0,5,0,11384.0,4.2,Deportivo,Trabajo,Medio,Anual,Banco,No,No,No,183,57.3,0,7777,0,Medio,2189.230769230769,9.652780082875708,0.09765499518149695,0.0,0.0,Adulto
POL-00378,42,Masculino,Casado,Posgrado,Empresario,Suburbana,Sur,12.1,80086.64,688.0,350.0,174191.0,10,1,8479.0,5.7,Compacto,Particular,Economico,Mensual,Broker,Si,No,Si,198,39.3,0,6030,0,Medio,1265.5223880597014,11.290876814033778,0.004370212432280437,0.0,0.0,Adulto
POL-00379,68,No especificado,Soltero,Preparatoria,Empleado,Urbana,Bajio,11.6,10899.0,734.0,657.0,188588.0,10,1,15273.0,2.5,Sedan,Particular,Economico,Mensual,Agente,Si,Si,Si,202,69.8,1,4910,0,Medio,4363.714285714285,9.296518068217235,0.060275229357798166,188588.0,657.0,Mayor
POL-00380,29,Femenino,Casado,Preparatoria,Empleado,Urbana,Occidente,6.0,12125.0,651.0,2102.0,451677.0,10,3,24933.0,2.0,Deportivo,Trabajo,Medio,Anual,Broker,Si,No,No,135,60.9,0,15475,1,Alto,8311.0,9.403107186631676,0.17334652812139206,0.0,0.0,Adulto_joven
POL-00381,29,Femenino,Soltero,Preparatoria,Empleado,Rural,Occidente,3.7,25016.0,627.0,732.0,422269.0,3,2,15952.0,3.0,Pickup,Particular,Medio,Mensual,Online,Si,No,No,287,61.4,0,4905,0,Medio,3988.0,10.127310872755094,0.02926010312987169,0.0,0.0,Adulto_joven
POL-00382,32,Femenino,Casado,Posgrado,Profesor,Suburbana,Norte,2.4,70477.0,748.0,476.0,284923.0,5,1,13676.0,4.4,SUV,Particular,Economico,Mensual,Banco,No,Si,Si,289,57.5,1,12553,1,Alto,2532.5925925925926,11.163055883362937,0.006753880643605097,284923.0,476.0,Adulto_joven
POL-00383,18,Femenino,Casado,Secundaria,Profesor,Suburbana,Norte,1.8,13890.0,607.0,624.0,394013.0,5,1,19647.0,2.9,SUV,Particular,Medio,Mensual,Agente,No,Si,Si,145,45.8,0,4978,0,Medio,5037.692307692308,9.53899642739739,0.04492117198185876,0.0,0.0,Joven
POL-00384,33,Femenino,Casado,Licenciatura,Independiente,Urbana,Norte,11.8,19008.0,782.0,723.0,576611.0,5,0,14629.0,12.3,Sedan,Particular,Premium,Mensual,Online,Si,No,Si,206,74.7,1,22039,1,Alto,1099.9248120300751,9.852667830206153,0.03803461518228208,576611.0,723.0,Adulto_joven
POL-00385,30,Masculino,Soltero,Preparatoria,Desconocido,Urbana,Occidente,3.7,39788.0,761.0,350.0,181606.0,5,0,25774.0,3.0,SUV,Particular,Economico,Anual,Banco,No,No,Si,54,70.8,0,1726,0,Bajo,6443.5,10.591345771162462,0.008796401015356003,0.0,0.0,Adulto_joven
POL-00386,42,Masculino,Soltero,Preparatoria,Empleado,Suburbana,Sur,3.5,21785.0,615.0,350.0,259211.0,10,0,15478.0,5.5,Sedan,Particular,Medio,Trimestral,Agente,No,No,Si,298,55.1,0,5191,0,Medio,2381.230769230769,9.989022840642392,0.016065363077205543,0.0,0.0,Adulto
POL-00387,44,Masculino,Casado,Preparatoria,Otro,Urbana,Occidente,1.1,18302.0,612.0,658.0,426552.0,5,0,19353.0,7.0,SUV,Particular,Medio,Trimestral,Online,Si,No,Si,249,64.0,0,5649,0,Medio,2419.125,9.814820259819962,0.03595039064634213,0.0,0.0,Adulto
POL-00388,64,Femenino,Soltero,Posgrado,Otro,Urbana,Centro,0.2,30028.0,574.0,359.0,213585.0,5,0,11350.0,10.2,SUV,Particular,Economico,Anual,Banco,Si,Si,No,274,68.4,0,4498,0,Bajo,1013.3928571428572,10.309918860389617,0.011955110060275068,0.0,0.0,Mayor
POL-00389,52,Masculino,Soltero,Secundaria,Empleado,Urbana,Occidente,11.6,25557.0,603.0,350.0,146690.0,5,1,18267.0,13.4,Compacto,Particular,Economico,Mensual,Agente,No,No,No,204,48.2,0,2512,0,Bajo,1268.5416666666667,10.148705658168648,0.013694342280303622,0.0,0.0,Adulto
POL-00390,33,Masculino,Soltero,Licenciatura,Empresario,Suburbana,Sur,1.5,21511.5,558.0,350.0,410287.0,5,0,17013.0,16.3,Pickup,Particular,Medio,Trimestral,Agente,Si,No,No,312,60.5,0,8772,0,Medio,983.4104046242774,9.976389440519794,0.016269610691458453,0.0,0.0,Adulto_joven
POL-00391,28,Masculino,Casado,Secundaria,Empleado,Urbana,Occidente,2.3,44762.0,682.0,350.0,314660.0,10,0,15189.0,10.0,Sedan,Particular,Medio,Mensual,Online,No,No,Si,191,37.5,0,4827,0,Medio,1380.8181818181818,10.709137184308531,0.007818957621249694,0.0,0.0,Adulto_joven
POL-00392,46,Femenino,Casado,Secundaria,Empleado,Rural,Occidente,0.5,26047.0,541.0,350.0,132050.0,3,0,12740.0,9.1,Compacto,Particular,Economico,Trimestral,Online,Si,No,Si,335,38.5,0,2394,0,Bajo,1261.3861386138615,10.167696268802267,0.013436732186732187,0.0,0.0,Adulto
POL-00393,23,Masculino,Casado,Preparatoria,Independiente,Rural,Sur,7.3,25829.0,651.0,350.0,415464.0,5,0,11991.0,2.7,SUV,Trabajo,Medio,Mensual,Agente,No,No,Si,1,29.2,1,17605,1,Alto,3240.810810810811,10.159291886089886,0.013550135501355014,415464.0,350.0,Joven
POL-00394,64,Femenino,Soltero,Preparatoria,Empleado,Urbana,Occidente,0.1,24749.0,697.0,406.0,337221.0,5,0,17053.0,7.2,SUV,Particular,Medio,Trimestral,Agente,No,Si,Si,184,61.0,0,7026,0,Medio,2079.6341463414637,10.116580767996837,0.016404040404040404,0.0,0.0,Mayor
POL-00395,55,Femenino,Casado,Preparatoria,Profesor,Suburbana,Norte,7.2,28791.0,525.0,350.0,164392.0,3,0,18959.0,4.5,Sedan,Particular,Economico,Anual,Agente,Si,Si,Si,161,49.4,1,10029,0,Medio,3447.090909090909,10.267852849758867,0.0121561544873576,164392.0,350.0,Adulto
POL-00396,34,Femenino,Casado,Preparatoria,Estudiante,Suburbana,Bajio,0.6,22678.0,766.0,350.0,307078.0,3,0,14801.0,4.6,Compacto,Particular,Medio,Mensual,Agente,Si,Si,Si,48,40.4,1,6716,0,Medio,2643.0357142857147,10.029194665158862,0.015432779223069801,307078.0,350.0,Adulto_joven
POL-00397,18,Masculino,Casado,Secundaria,Empleado,Suburbana,Centro,8.7,21993.0,689.0,350.0,578014.0,10,0,17080.0,4.1,Compacto,Trabajo,Premium,Mensual,Agente,Si,No,Si,89,27.8,0,7217,0,Medio,3349.0196078431377,9.99852496787088,0.015913430935709738,0.0,0.0,Joven
POL-00398,58,Masculino,Casado,Preparatoria,Profesor,Urbana,Bajio,5.2,42487.0,706.0,350.0,166122.0,10,0,15291.0,2.6,Compacto,Particular,Economico,Mensual,Banco,Si,Si,Si,250,66.7,0,2982,0,Bajo,4247.5,10.656976962102235,0.008237620033891922,0.0,0.0,Adulto
POL-00399,39,Femenino,Casado,Posgrado,Profesor,Suburbana,Centro,0.7,50648.0,593.0,350.0,352077.0,5,0,16042.0,3.7,Compacto,Particular,Medio,Mensual,Online,No,No,Si,21,66.7,0,6767,0,Medio,3413.191489361702,10.832674766145303,0.0069103042508243005,0.0,0.0,Adulto_joven
POL-00400,56,Femenino,Soltero,Posgrado,Empleado,Urbana,Centro,3.3,9601.0,697.0,547.0,317717.0,5,0,14398.0,2.9,Sedan,Particular,Medio,Mensual,Banco,Si,Si,Si,211,62.2,0,2737,0,Bajo,3691.794871794872,9.169726689090886,0.05696729847948344,0.0,0.0,Adulto
POL-00401,19,Femenino,Divorciado,Preparatoria,Empleado,Rural,Bajio,1.5,22122.0,734.0,800.0,153395.0,15,0,15599.0,1.4,Compacto,Taxi/Plataforma,Economico,Anual,Agente,No,Si,Si,233,49.7,0,1567,0,Bajo,6499.583333333334,10.004373070309986,0.03616146092302129,0.0,0.0,Joven
POL-00402,32,Femenino,Soltero,Licenciatura,Independiente,Urbana,Centro,0.8,15063.0,643.0,350.0,217975.0,3,1,30339.0,11.1,SUV,Particular,Economico,Mensual,Online,Si,Si,No,171,77.0,0,3328,0,Bajo,2507.3553719008264,9.620063070336988,0.023234200743494422,0.0,0.0,Adulto_joven
POL-00403,40,Femenino,Divorciado,Posgrado,Desconocido,Urbana,Sur,7.8,18541.0,800.0,350.0,170673.0,5,0,17214.0,5.4,Sedan,Particular,Economico,Mensual,Agente,No,No,Si,90,49.8,1,14427,1,Alto,2689.6875,9.827793708166928,0.018876065149390574,170673.0,350.0,Adulto
POL-00404,41,Femenino,Casado,Secundaria,Otro,Suburbana,Sur,2.1,27452.0,653.0,350.0,215248.0,5,0,19049.0,5.5,Pickup,Particular,Economico,Trimestral,Banco,No,Si,Si,162,46.3,0,2899,0,Bajo,2930.6153846153848,10.220230730583488,0.012749062033293264,0.0,0.0,Adulto
